names,lat,lon,years,sea_level_change
BREST,48.38,-4.49,2020,60.0
BREST,48.38,-4.49,2030,107.0
BREST,48.38,-4.49,2040,166.0
BREST,48.38,-4.49,2050,239.0
BREST,48.38,-4.49,2060,313.0
BREST,48.38,-4.49,2070,402.0
BREST,48.38,-4.49,2080,502.0
BREST,48.38,-4.49,2090,620.0
BREST,48.38,-4.49,2100,749.0
BREST,48.38,-4.49,2110,814.0
BREST,48.38,-4.49,2120,923.0
BREST,48.38,-4.49,2130,1029.0
BREST,48.38,-4.49,2140,1130.0
BREST,48.38,-4.49,2150,1228.0
SWINOUJSCIE,53.92,14.23,2020,72.0
SWINOUJSCIE,53.92,14.23,2030,130.0
SWINOUJSCIE,53.92,14.23,2040,200.0
SWINOUJSCIE,53.92,14.23,2050,278.0
SWINOUJSCIE,53.92,14.23,2060,358.0
SWINOUJSCIE,53.92,14.23,2070,454.0
SWINOUJSCIE,53.92,14.23,2080,563.0
SWINOUJSCIE,53.92,14.23,2090,686.0
SWINOUJSCIE,53.92,14.23,2100,820.0
SWINOUJSCIE,53.92,14.23,2110,890.0
SWINOUJSCIE,53.92,14.23,2120,1006.0
SWINOUJSCIE,53.92,14.23,2130,1120.0
SWINOUJSCIE,53.92,14.23,2140,1230.0
SWINOUJSCIE,53.92,14.23,2150,1336.0
SHEERNESS,51.45,0.74,2020,67.0
SHEERNESS,51.45,0.74,2030,118.0
SHEERNESS,51.45,0.74,2040,180.0
SHEERNESS,51.45,0.74,2050,256.0
SHEERNESS,51.45,0.74,2060,334.0
SHEERNESS,51.45,0.74,2070,422.0
SHEERNESS,51.45,0.74,2080,526.0
SHEERNESS,51.45,0.74,2090,644.0
SHEERNESS,51.45,0.74,2100,778.0
SHEERNESS,51.45,0.74,2110,844.0
SHEERNESS,51.45,0.74,2120,956.0
SHEERNESS,51.45,0.74,2130,1062.0
SHEERNESS,51.45,0.74,2140,1167.0
SHEERNESS,51.45,0.74,2150,1267.0
HOLYHEAD,53.31,-4.62,2020,62.0
HOLYHEAD,53.31,-4.62,2030,110.0
HOLYHEAD,53.31,-4.62,2040,168.0
HOLYHEAD,53.31,-4.62,2050,236.0
HOLYHEAD,53.31,-4.62,2060,308.0
HOLYHEAD,53.31,-4.62,2070,394.0
HOLYHEAD,53.31,-4.62,2080,490.0
HOLYHEAD,53.31,-4.62,2090,599.0
HOLYHEAD,53.31,-4.62,2100,720.0
HOLYHEAD,53.31,-4.62,2110,773.0
HOLYHEAD,53.31,-4.62,2120,874.0
HOLYHEAD,53.31,-4.62,2130,974.0
HOLYHEAD,53.31,-4.62,2140,1070.0
HOLYHEAD,53.31,-4.62,2150,1161.0
CUXHAVEN_2,53.87,8.72,2020,66.0
CUXHAVEN_2,53.87,8.72,2030,116.0
CUXHAVEN_2,53.87,8.72,2040,178.0
CUXHAVEN_2,53.87,8.72,2050,256.0
CUXHAVEN_2,53.87,8.72,2060,334.0
CUXHAVEN_2,53.87,8.72,2070,423.0
CUXHAVEN_2,53.87,8.72,2080,526.0
CUXHAVEN_2,53.87,8.72,2090,646.0
CUXHAVEN_2,53.87,8.72,2100,780.0
CUXHAVEN_2,53.87,8.72,2110,845.0
CUXHAVEN_2,53.87,8.72,2120,956.0
CUXHAVEN_2,53.87,8.72,2130,1064.0
CUXHAVEN_2,53.87,8.72,2140,1169.0
CUXHAVEN_2,53.87,8.72,2150,1271.0
WISMAR_2,53.9,11.46,2020,78.0
WISMAR_2,53.9,11.46,2030,143.0
WISMAR_2,53.9,11.46,2040,216.0
WISMAR_2,53.9,11.46,2050,296.0
WISMAR_2,53.9,11.46,2060,378.0
WISMAR_2,53.9,11.46,2070,475.0
WISMAR_2,53.9,11.46,2080,580.0
WISMAR_2,53.9,11.46,2090,702.0
WISMAR_2,53.9,11.46,2100,842.0
WISMAR_2,53.9,11.46,2110,914.0
WISMAR_2,53.9,11.46,2120,1032.0
WISMAR_2,53.9,11.46,2130,1147.0
WISMAR_2,53.9,11.46,2140,1259.0
WISMAR_2,53.9,11.46,2150,1366.0
MAASSLUIS,51.92,4.25,2020,66.0
MAASSLUIS,51.92,4.25,2030,114.0
MAASSLUIS,51.92,4.25,2040,177.0
MAASSLUIS,51.92,4.25,2050,256.0
MAASSLUIS,51.92,4.25,2060,334.0
MAASSLUIS,51.92,4.25,2070,422.0
MAASSLUIS,51.92,4.25,2080,525.0
MAASSLUIS,51.92,4.25,2090,644.0
MAASSLUIS,51.92,4.25,2100,782.0
MAASSLUIS,51.92,4.25,2110,847.0
MAASSLUIS,51.92,4.25,2120,959.0
MAASSLUIS,51.92,4.25,2130,1068.0
MAASSLUIS,51.92,4.25,2140,1172.0
MAASSLUIS,51.92,4.25,2150,1274.0
SAN_FRANCISCO,37.81,-122.47,2020,50.0
SAN_FRANCISCO,37.81,-122.47,2030,89.0
SAN_FRANCISCO,37.81,-122.47,2040,142.0
SAN_FRANCISCO,37.81,-122.47,2050,210.0
SAN_FRANCISCO,37.81,-122.47,2060,277.0
SAN_FRANCISCO,37.81,-122.47,2070,362.0
SAN_FRANCISCO,37.81,-122.47,2080,460.0
SAN_FRANCISCO,37.81,-122.47,2090,576.0
SAN_FRANCISCO,37.81,-122.47,2100,696.0
SAN_FRANCISCO,37.81,-122.47,2110,774.0
SAN_FRANCISCO,37.81,-122.47,2120,885.0
SAN_FRANCISCO,37.81,-122.47,2130,992.0
SAN_FRANCISCO,37.81,-122.47,2140,1097.0
SAN_FRANCISCO,37.81,-122.47,2150,1196.0
WARNEMUNDE_2,54.17,12.1,2020,71.0
WARNEMUNDE_2,54.17,12.1,2030,128.0
WARNEMUNDE_2,54.17,12.1,2040,197.0
WARNEMUNDE_2,54.17,12.1,2050,274.0
WARNEMUNDE_2,54.17,12.1,2060,354.0
WARNEMUNDE_2,54.17,12.1,2070,448.0
WARNEMUNDE_2,54.17,12.1,2080,556.0
WARNEMUNDE_2,54.17,12.1,2090,676.0
WARNEMUNDE_2,54.17,12.1,2100,810.0
WARNEMUNDE_2,54.17,12.1,2110,878.0
WARNEMUNDE_2,54.17,12.1,2120,994.0
WARNEMUNDE_2,54.17,12.1,2130,1106.0
WARNEMUNDE_2,54.17,12.1,2140,1214.0
WARNEMUNDE_2,54.17,12.1,2150,1319.0
NEW_YORK,40.7,-74.01,2020,80.0
NEW_YORK,40.7,-74.01,2030,147.0
NEW_YORK,40.7,-74.01,2040,227.0
NEW_YORK,40.7,-74.01,2050,317.0
NEW_YORK,40.7,-74.01,2060,408.0
NEW_YORK,40.7,-74.01,2070,514.0
NEW_YORK,40.7,-74.01,2080,630.0
NEW_YORK,40.7,-74.01,2090,762.0
NEW_YORK,40.7,-74.01,2100,892.0
NEW_YORK,40.7,-74.01,2110,982.0
NEW_YORK,40.7,-74.01,2120,1109.0
NEW_YORK,40.7,-74.01,2130,1233.0
NEW_YORK,40.7,-74.01,2140,1350.0
NEW_YORK,40.7,-74.01,2150,1464.0
TRAVEMUNDE,53.96,10.87,2020,74.0
TRAVEMUNDE,53.96,10.87,2030,132.0
TRAVEMUNDE,53.96,10.87,2040,202.0
TRAVEMUNDE,53.96,10.87,2050,282.0
TRAVEMUNDE,53.96,10.87,2060,361.0
TRAVEMUNDE,53.96,10.87,2070,455.0
TRAVEMUNDE,53.96,10.87,2080,560.0
TRAVEMUNDE,53.96,10.87,2090,680.0
TRAVEMUNDE,53.96,10.87,2100,818.0
TRAVEMUNDE,53.96,10.87,2110,886.0
TRAVEMUNDE,53.96,10.87,2120,1002.0
TRAVEMUNDE,53.96,10.87,2130,1114.0
TRAVEMUNDE,53.96,10.87,2140,1224.0
TRAVEMUNDE,53.96,10.87,2150,1330.0
HELSINKI,60.15,24.96,2020,73.0
HELSINKI,60.15,24.96,2030,130.0
HELSINKI,60.15,24.96,2040,199.0
HELSINKI,60.15,24.96,2050,270.0
HELSINKI,60.15,24.96,2060,349.0
HELSINKI,60.15,24.96,2070,444.0
HELSINKI,60.15,24.96,2080,550.0
HELSINKI,60.15,24.96,2090,670.0
HELSINKI,60.15,24.96,2100,801.0
HELSINKI,60.15,24.96,2110,861.0
HELSINKI,60.15,24.96,2120,972.0
HELSINKI,60.15,24.96,2130,1082.0
HELSINKI,60.15,24.96,2140,1188.0
HELSINKI,60.15,24.96,2150,1293.0
LIVERPOOL_GEORGES_AND_PRINCES_PIERS,53.4,-3.0,2020,63.0
LIVERPOOL_GEORGES_AND_PRINCES_PIERS,53.4,-3.0,2030,112.0
LIVERPOOL_GEORGES_AND_PRINCES_PIERS,53.4,-3.0,2040,171.0
LIVERPOOL_GEORGES_AND_PRINCES_PIERS,53.4,-3.0,2050,242.0
LIVERPOOL_GEORGES_AND_PRINCES_PIERS,53.4,-3.0,2060,314.0
LIVERPOOL_GEORGES_AND_PRINCES_PIERS,53.4,-3.0,2070,401.0
LIVERPOOL_GEORGES_AND_PRINCES_PIERS,53.4,-3.0,2080,498.0
LIVERPOOL_GEORGES_AND_PRINCES_PIERS,53.4,-3.0,2090,608.0
LIVERPOOL_GEORGES_AND_PRINCES_PIERS,53.4,-3.0,2100,732.0
LIVERPOOL_GEORGES_AND_PRINCES_PIERS,53.4,-3.0,2110,786.0
LIVERPOOL_GEORGES_AND_PRINCES_PIERS,53.4,-3.0,2120,890.0
LIVERPOOL_GEORGES_AND_PRINCES_PIERS,53.4,-3.0,2130,990.0
LIVERPOOL_GEORGES_AND_PRINCES_PIERS,53.4,-3.0,2140,1088.0
LIVERPOOL_GEORGES_AND_PRINCES_PIERS,53.4,-3.0,2150,1181.0
LYOKKI,60.85,21.18,2020,72.0
LYOKKI,60.85,21.18,2030,128.0
LYOKKI,60.85,21.18,2040,196.0
LYOKKI,60.85,21.18,2050,267.0
LYOKKI,60.85,21.18,2060,344.0
LYOKKI,60.85,21.18,2070,438.0
LYOKKI,60.85,21.18,2080,540.0
LYOKKI,60.85,21.18,2090,658.0
LYOKKI,60.85,21.18,2100,786.0
LYOKKI,60.85,21.18,2110,842.0
LYOKKI,60.85,21.18,2120,949.0
LYOKKI,60.85,21.18,2130,1056.0
LYOKKI,60.85,21.18,2140,1160.0
LYOKKI,60.85,21.18,2150,1262.0
LYPYRTTI,60.6,21.23,2020,72.0
LYPYRTTI,60.6,21.23,2030,129.0
LYPYRTTI,60.6,21.23,2040,197.0
LYPYRTTI,60.6,21.23,2050,268.0
LYPYRTTI,60.6,21.23,2060,346.0
LYPYRTTI,60.6,21.23,2070,440.0
LYPYRTTI,60.6,21.23,2080,543.0
LYPYRTTI,60.6,21.23,2090,660.0
LYPYRTTI,60.6,21.23,2100,790.0
LYPYRTTI,60.6,21.23,2110,846.0
LYPYRTTI,60.6,21.23,2120,954.0
LYPYRTTI,60.6,21.23,2130,1062.0
LYPYRTTI,60.6,21.23,2140,1167.0
LYPYRTTI,60.6,21.23,2150,1268.0
JUNGFRUSUND,59.95,22.37,2020,73.0
JUNGFRUSUND,59.95,22.37,2030,130.0
JUNGFRUSUND,59.95,22.37,2040,200.0
JUNGFRUSUND,59.95,22.37,2050,271.0
JUNGFRUSUND,59.95,22.37,2060,350.0
JUNGFRUSUND,59.95,22.37,2070,445.0
JUNGFRUSUND,59.95,22.37,2080,550.0
JUNGFRUSUND,59.95,22.37,2090,670.0
JUNGFRUSUND,59.95,22.37,2100,800.0
JUNGFRUSUND,59.95,22.37,2110,859.0
JUNGFRUSUND,59.95,22.37,2120,970.0
JUNGFRUSUND,59.95,22.37,2130,1080.0
JUNGFRUSUND,59.95,22.37,2140,1186.0
JUNGFRUSUND,59.95,22.37,2150,1290.0
VLISSINGEN,51.44,3.6,2020,66.0
VLISSINGEN,51.44,3.6,2030,116.0
VLISSINGEN,51.44,3.6,2040,178.0
VLISSINGEN,51.44,3.6,2050,256.0
VLISSINGEN,51.44,3.6,2060,334.0
VLISSINGEN,51.44,3.6,2070,424.0
VLISSINGEN,51.44,3.6,2080,527.0
VLISSINGEN,51.44,3.6,2090,646.0
VLISSINGEN,51.44,3.6,2100,784.0
VLISSINGEN,51.44,3.6,2110,850.0
VLISSINGEN,51.44,3.6,2120,962.0
VLISSINGEN,51.44,3.6,2130,1071.0
VLISSINGEN,51.44,3.6,2140,1176.0
VLISSINGEN,51.44,3.6,2150,1278.0
ABERDEEN_II,57.15,-2.08,2020,72.0
ABERDEEN_II,57.15,-2.08,2030,123.0
ABERDEEN_II,57.15,-2.08,2040,184.0
ABERDEEN_II,57.15,-2.08,2050,256.0
ABERDEEN_II,57.15,-2.08,2060,328.0
ABERDEEN_II,57.15,-2.08,2070,414.0
ABERDEEN_II,57.15,-2.08,2080,509.0
ABERDEEN_II,57.15,-2.08,2090,618.0
ABERDEEN_II,57.15,-2.08,2100,746.0
ABERDEEN_II,57.15,-2.08,2110,794.0
ABERDEEN_II,57.15,-2.08,2120,896.0
ABERDEEN_II,57.15,-2.08,2130,996.0
ABERDEEN_II,57.15,-2.08,2140,1092.0
ABERDEEN_II,57.15,-2.08,2150,1185.0
HOEK_VAN_HOLLAND,51.98,4.12,2020,66.0
HOEK_VAN_HOLLAND,51.98,4.12,2030,114.0
HOEK_VAN_HOLLAND,51.98,4.12,2040,177.0
HOEK_VAN_HOLLAND,51.98,4.12,2050,256.0
HOEK_VAN_HOLLAND,51.98,4.12,2060,334.0
HOEK_VAN_HOLLAND,51.98,4.12,2070,422.0
HOEK_VAN_HOLLAND,51.98,4.12,2080,525.0
HOEK_VAN_HOLLAND,51.98,4.12,2090,644.0
HOEK_VAN_HOLLAND,51.98,4.12,2100,780.0
HOEK_VAN_HOLLAND,51.98,4.12,2110,846.0
HOEK_VAN_HOLLAND,51.98,4.12,2120,958.0
HOEK_VAN_HOLLAND,51.98,4.12,2130,1067.0
HOEK_VAN_HOLLAND,51.98,4.12,2140,1172.0
HOEK_VAN_HOLLAND,51.98,4.12,2150,1273.0
DEN_HELDER,52.96,4.75,2020,66.0
DEN_HELDER,52.96,4.75,2030,114.0
DEN_HELDER,52.96,4.75,2040,176.0
DEN_HELDER,52.96,4.75,2050,254.0
DEN_HELDER,52.96,4.75,2060,332.0
DEN_HELDER,52.96,4.75,2070,420.0
DEN_HELDER,52.96,4.75,2080,522.0
DEN_HELDER,52.96,4.75,2090,640.0
DEN_HELDER,52.96,4.75,2100,775.0
DEN_HELDER,52.96,4.75,2110,840.0
DEN_HELDER,52.96,4.75,2120,950.0
DEN_HELDER,52.96,4.75,2130,1057.0
DEN_HELDER,52.96,4.75,2140,1162.0
DEN_HELDER,52.96,4.75,2150,1262.0
DELFZIJL,53.33,6.93,2020,68.0
DELFZIJL,53.33,6.93,2030,118.0
DELFZIJL,53.33,6.93,2040,181.0
DELFZIJL,53.33,6.93,2050,260.0
DELFZIJL,53.33,6.93,2060,338.0
DELFZIJL,53.33,6.93,2070,428.0
DELFZIJL,53.33,6.93,2080,530.0
DELFZIJL,53.33,6.93,2090,650.0
DELFZIJL,53.33,6.93,2100,786.0
DELFZIJL,53.33,6.93,2110,850.0
DELFZIJL,53.33,6.93,2120,962.0
DELFZIJL,53.33,6.93,2130,1071.0
DELFZIJL,53.33,6.93,2140,1176.0
DELFZIJL,53.33,6.93,2150,1278.0
HARLINGEN,53.18,5.41,2020,66.0
HARLINGEN,53.18,5.41,2030,114.0
HARLINGEN,53.18,5.41,2040,177.0
HARLINGEN,53.18,5.41,2050,254.0
HARLINGEN,53.18,5.41,2060,332.0
HARLINGEN,53.18,5.41,2070,421.0
HARLINGEN,53.18,5.41,2080,523.0
HARLINGEN,53.18,5.41,2090,642.0
HARLINGEN,53.18,5.41,2100,776.0
HARLINGEN,53.18,5.41,2110,840.0
HARLINGEN,53.18,5.41,2120,950.0
HARLINGEN,53.18,5.41,2130,1058.0
HARLINGEN,53.18,5.41,2140,1162.0
HARLINGEN,53.18,5.41,2150,1262.0
LIEPAJA,56.53,20.98,2020,72.0
LIEPAJA,56.53,20.98,2030,130.0
LIEPAJA,56.53,20.98,2040,201.0
LIEPAJA,56.53,20.98,2050,276.0
LIEPAJA,56.53,20.98,2060,356.0
LIEPAJA,56.53,20.98,2070,453.0
LIEPAJA,56.53,20.98,2080,562.0
LIEPAJA,56.53,20.98,2090,686.0
LIEPAJA,56.53,20.98,2100,819.0
LIEPAJA,56.53,20.98,2110,886.0
LIEPAJA,56.53,20.98,2120,1002.0
LIEPAJA,56.53,20.98,2130,1116.0
LIEPAJA,56.53,20.98,2140,1225.0
LIEPAJA,56.53,20.98,2150,1332.0
UTO,59.78,21.37,2020,72.0
UTO,59.78,21.37,2030,130.0
UTO,59.78,21.37,2040,199.0
UTO,59.78,21.37,2050,270.0
UTO,59.78,21.37,2060,349.0
UTO,59.78,21.37,2070,444.0
UTO,59.78,21.37,2080,550.0
UTO,59.78,21.37,2090,669.0
UTO,59.78,21.37,2100,799.0
UTO,59.78,21.37,2110,858.0
UTO,59.78,21.37,2120,969.0
UTO,59.78,21.37,2130,1078.0
UTO,59.78,21.37,2140,1184.0
UTO,59.78,21.37,2150,1288.0
RUSSARO,59.77,22.95,2020,73.0
RUSSARO,59.77,22.95,2030,130.0
RUSSARO,59.77,22.95,2040,199.0
RUSSARO,59.77,22.95,2050,271.0
RUSSARO,59.77,22.95,2060,350.0
RUSSARO,59.77,22.95,2070,445.0
RUSSARO,59.77,22.95,2080,551.0
RUSSARO,59.77,22.95,2090,670.0
RUSSARO,59.77,22.95,2100,802.0
RUSSARO,59.77,22.95,2110,862.0
RUSSARO,59.77,22.95,2120,974.0
RUSSARO,59.77,22.95,2130,1084.0
RUSSARO,59.77,22.95,2140,1190.0
RUSSARO,59.77,22.95,2150,1294.0
SODERSKAR,60.12,25.42,2020,73.0
SODERSKAR,60.12,25.42,2030,130.0
SODERSKAR,60.12,25.42,2040,200.0
SODERSKAR,60.12,25.42,2050,271.0
SODERSKAR,60.12,25.42,2060,350.0
SODERSKAR,60.12,25.42,2070,445.0
SODERSKAR,60.12,25.42,2080,550.0
SODERSKAR,60.12,25.42,2090,671.0
SODERSKAR,60.12,25.42,2100,803.0
SODERSKAR,60.12,25.42,2110,863.0
SODERSKAR,60.12,25.42,2120,974.0
SODERSKAR,60.12,25.42,2130,1084.0
SODERSKAR,60.12,25.42,2140,1192.0
SODERSKAR,60.12,25.42,2150,1296.0
RONNSKAR,63.07,20.8,2020,70.0
RONNSKAR,63.07,20.8,2030,126.0
RONNSKAR,63.07,20.8,2040,192.0
RONNSKAR,63.07,20.8,2050,260.0
RONNSKAR,63.07,20.8,2060,336.0
RONNSKAR,63.07,20.8,2070,426.0
RONNSKAR,63.07,20.8,2080,525.0
RONNSKAR,63.07,20.8,2090,638.0
RONNSKAR,63.07,20.8,2100,763.0
RONNSKAR,63.07,20.8,2110,810.0
RONNSKAR,63.07,20.8,2120,914.0
RONNSKAR,63.07,20.8,2130,1016.0
RONNSKAR,63.07,20.8,2140,1116.0
RONNSKAR,63.07,20.8,2150,1214.0
NEDRE_SODERTALJE,59.2,17.62,2020,72.0
NEDRE_SODERTALJE,59.2,17.62,2030,128.0
NEDRE_SODERTALJE,59.2,17.62,2040,196.0
NEDRE_SODERTALJE,59.2,17.62,2050,268.0
NEDRE_SODERTALJE,59.2,17.62,2060,346.0
NEDRE_SODERTALJE,59.2,17.62,2070,440.0
NEDRE_SODERTALJE,59.2,17.62,2080,544.0
NEDRE_SODERTALJE,59.2,17.62,2090,662.0
NEDRE_SODERTALJE,59.2,17.62,2100,790.0
NEDRE_SODERTALJE,59.2,17.62,2110,849.0
NEDRE_SODERTALJE,59.2,17.62,2120,958.0
NEDRE_SODERTALJE,59.2,17.62,2130,1067.0
NEDRE_SODERTALJE,59.2,17.62,2140,1172.0
NEDRE_SODERTALJE,59.2,17.62,2150,1274.0
IJMUIDEN,52.46,4.55,2020,67.0
IJMUIDEN,52.46,4.55,2030,116.0
IJMUIDEN,52.46,4.55,2040,179.0
IJMUIDEN,52.46,4.55,2050,258.0
IJMUIDEN,52.46,4.55,2060,336.0
IJMUIDEN,52.46,4.55,2070,424.0
IJMUIDEN,52.46,4.55,2080,527.0
IJMUIDEN,52.46,4.55,2090,646.0
IJMUIDEN,52.46,4.55,2100,782.0
IJMUIDEN,52.46,4.55,2110,847.0
IJMUIDEN,52.46,4.55,2120,959.0
IJMUIDEN,52.46,4.55,2130,1066.0
IJMUIDEN,52.46,4.55,2140,1172.0
IJMUIDEN,52.46,4.55,2150,1274.0
OSCARSBORG,59.68,10.6,2020,72.0
OSCARSBORG,59.68,10.6,2030,126.0
OSCARSBORG,59.68,10.6,2040,189.0
OSCARSBORG,59.68,10.6,2050,263.0
OSCARSBORG,59.68,10.6,2060,337.0
OSCARSBORG,59.68,10.6,2070,424.0
OSCARSBORG,59.68,10.6,2080,522.0
OSCARSBORG,59.68,10.6,2090,634.0
OSCARSBORG,59.68,10.6,2100,762.0
OSCARSBORG,59.68,10.6,2110,814.0
OSCARSBORG,59.68,10.6,2120,918.0
OSCARSBORG,59.68,10.6,2130,1020.0
OSCARSBORG,59.68,10.6,2140,1121.0
OSCARSBORG,59.68,10.6,2150,1218.0
TRONDHEIM,63.43,10.43,2020,64.0
TRONDHEIM,63.43,10.43,2030,106.0
TRONDHEIM,63.43,10.43,2040,160.0
TRONDHEIM,63.43,10.43,2050,222.0
TRONDHEIM,63.43,10.43,2060,292.0
TRONDHEIM,63.43,10.43,2070,362.0
TRONDHEIM,63.43,10.43,2080,448.0
TRONDHEIM,63.43,10.43,2090,548.0
TRONDHEIM,63.43,10.43,2100,670.0
TRONDHEIM,63.43,10.43,2110,709.0
TRONDHEIM,63.43,10.43,2120,802.0
TRONDHEIM,63.43,10.43,2130,896.0
TRONDHEIM,63.43,10.43,2140,988.0
TRONDHEIM,63.43,10.43,2150,1080.0
DAUGAVGRIVA,57.05,24.03,2020,73.0
DAUGAVGRIVA,57.05,24.03,2030,132.0
DAUGAVGRIVA,57.05,24.03,2040,203.0
DAUGAVGRIVA,57.05,24.03,2050,278.0
DAUGAVGRIVA,57.05,24.03,2060,359.0
DAUGAVGRIVA,57.05,24.03,2070,456.0
DAUGAVGRIVA,57.05,24.03,2080,566.0
DAUGAVGRIVA,57.05,24.03,2090,690.0
DAUGAVGRIVA,57.05,24.03,2100,824.0
DAUGAVGRIVA,57.05,24.03,2110,892.0
DAUGAVGRIVA,57.05,24.03,2120,1008.0
DAUGAVGRIVA,57.05,24.03,2130,1122.0
DAUGAVGRIVA,57.05,24.03,2140,1232.0
DAUGAVGRIVA,57.05,24.03,2150,1340.0
VENEZIA,45.42,12.33,2020,55.0
VENEZIA,45.42,12.33,2030,99.0
VENEZIA,45.42,12.33,2040,150.0
VENEZIA,45.42,12.33,2050,216.0
VENEZIA,45.42,12.33,2060,284.0
VENEZIA,45.42,12.33,2070,362.0
VENEZIA,45.42,12.33,2080,453.0
VENEZIA,45.42,12.33,2090,562.0
VENEZIA,45.42,12.33,2100,687.0
VENEZIA,45.42,12.33,2110,754.0
VENEZIA,45.42,12.33,2120,861.0
VENEZIA,45.42,12.33,2130,965.0
VENEZIA,45.42,12.33,2140,1064.0
VENEZIA,45.42,12.33,2150,1160.0
POTI,42.17,41.68,2020,46.0
POTI,42.17,41.68,2030,88.0
POTI,42.17,41.68,2040,145.0
POTI,42.17,41.68,2050,210.0
POTI,42.17,41.68,2060,276.0
POTI,42.17,41.68,2070,350.0
POTI,42.17,41.68,2080,436.0
POTI,42.17,41.68,2090,545.0
POTI,42.17,41.68,2100,658.0
POTI,42.17,41.68,2110,729.0
POTI,42.17,41.68,2120,836.0
POTI,42.17,41.68,2130,941.0
POTI,42.17,41.68,2140,1040.0
POTI,42.17,41.68,2150,1136.0
SEVASTOPOL,44.62,33.53,2020,43.0
SEVASTOPOL,44.62,33.53,2030,82.0
SEVASTOPOL,44.62,33.53,2040,137.0
SEVASTOPOL,44.62,33.53,2050,202.0
SEVASTOPOL,44.62,33.53,2060,262.0
SEVASTOPOL,44.62,33.53,2070,334.0
SEVASTOPOL,44.62,33.53,2080,416.0
SEVASTOPOL,44.62,33.53,2090,522.0
SEVASTOPOL,44.62,33.53,2100,635.0
SEVASTOPOL,44.62,33.53,2110,700.0
SEVASTOPOL,44.62,33.53,2120,804.0
SEVASTOPOL,44.62,33.53,2130,906.0
SEVASTOPOL,44.62,33.53,2140,1002.0
SEVASTOPOL,44.62,33.53,2150,1095.0
MUMBAI,18.92,72.83,2020,46.0
MUMBAI,18.92,72.83,2030,96.0
MUMBAI,18.92,72.83,2040,154.0
MUMBAI,18.92,72.83,2050,223.0
MUMBAI,18.92,72.83,2060,294.0
MUMBAI,18.92,72.83,2070,383.0
MUMBAI,18.92,72.83,2080,484.0
MUMBAI,18.92,72.83,2090,610.0
MUMBAI,18.92,72.83,2100,756.0
MUMBAI,18.92,72.83,2110,844.0
MUMBAI,18.92,72.83,2120,964.0
MUMBAI,18.92,72.83,2130,1083.0
MUMBAI,18.92,72.83,2140,1198.0
MUMBAI,18.92,72.83,2150,1309.0
ADEN,12.79,44.97,2020,53.0
ADEN,12.79,44.97,2030,106.0
ADEN,12.79,44.97,2040,168.0
ADEN,12.79,44.97,2050,241.0
ADEN,12.79,44.97,2060,318.0
ADEN,12.79,44.97,2070,412.0
ADEN,12.79,44.97,2080,517.0
ADEN,12.79,44.97,2090,646.0
ADEN,12.79,44.97,2100,788.0
ADEN,12.79,44.97,2110,884.0
ADEN,12.79,44.97,2120,1009.0
ADEN,12.79,44.97,2130,1131.0
ADEN,12.79,44.97,2140,1247.0
ADEN,12.79,44.97,2150,1360.0
KABELVAG,68.21,14.48,2020,70.0
KABELVAG,68.21,14.48,2030,118.0
KABELVAG,68.21,14.48,2040,176.0
KABELVAG,68.21,14.48,2050,242.0
KABELVAG,68.21,14.48,2060,310.0
KABELVAG,68.21,14.48,2070,383.0
KABELVAG,68.21,14.48,2080,470.0
KABELVAG,68.21,14.48,2090,568.0
KABELVAG,68.21,14.48,2100,684.0
KABELVAG,68.21,14.48,2110,702.0
KABELVAG,68.21,14.48,2120,790.0
KABELVAG,68.21,14.48,2130,877.0
KABELVAG,68.21,14.48,2140,964.0
KABELVAG,68.21,14.48,2150,1050.0
STAVANGER,58.97,5.73,2020,74.0
STAVANGER,58.97,5.73,2030,130.0
STAVANGER,58.97,5.73,2040,196.0
STAVANGER,58.97,5.73,2050,274.0
STAVANGER,58.97,5.73,2060,350.0
STAVANGER,58.97,5.73,2070,437.0
STAVANGER,58.97,5.73,2080,537.0
STAVANGER,58.97,5.73,2090,648.0
STAVANGER,58.97,5.73,2100,776.0
STAVANGER,58.97,5.73,2110,828.0
STAVANGER,58.97,5.73,2120,933.0
STAVANGER,58.97,5.73,2130,1036.0
STAVANGER,58.97,5.73,2140,1137.0
STAVANGER,58.97,5.73,2150,1234.0
KIDDERPORE,22.53,88.33,2020,39.0
KIDDERPORE,22.53,88.33,2030,82.0
KIDDERPORE,22.53,88.33,2040,136.0
KIDDERPORE,22.53,88.33,2050,205.0
KIDDERPORE,22.53,88.33,2060,274.0
KIDDERPORE,22.53,88.33,2070,362.0
KIDDERPORE,22.53,88.33,2080,464.0
KIDDERPORE,22.53,88.33,2090,581.0
KIDDERPORE,22.53,88.33,2100,725.0
KIDDERPORE,22.53,88.33,2110,813.0
KIDDERPORE,22.53,88.33,2120,931.0
KIDDERPORE,22.53,88.33,2130,1046.0
KIDDERPORE,22.53,88.33,2140,1158.0
KIDDERPORE,22.53,88.33,2150,1264.0
BATUMI,41.63,41.7,2020,46.0
BATUMI,41.63,41.7,2030,90.0
BATUMI,41.63,41.7,2040,146.0
BATUMI,41.63,41.7,2050,211.0
BATUMI,41.63,41.7,2060,276.0
BATUMI,41.63,41.7,2070,352.0
BATUMI,41.63,41.7,2080,436.0
BATUMI,41.63,41.7,2090,546.0
BATUMI,41.63,41.7,2100,659.0
